dataset,model_short,model_label,expected_n,result_file_status,complete_dataset_run,sample_index,prediction_raw,prediction,ground_truth,correct_strict,correct_relaxed,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,3,<answer>Yes</answer>,Yes,No,False,False,59,7,0,314
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,6,<answer>No</answer>,No,No,True,True,62,7,0,811
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,7,<answer>Yes</answer>,Yes,yes,True,True,62,7,0,491
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,8,<answer>Yes</answer>,Yes,yes,True,True,59,7,0,300
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,19,<answer>Left</answer>,Left,Right,False,False,54,7,0,878
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,25,<answer>No</answer>,No,Yes,False,False,58,7,0,412
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,30,<answer>FLAIR (Fluid-Attenuated Inversion Recovery)</answer>,FLAIR (Fluid-Attenuated Inversion Recovery),T2 weighted MRI,False,False,58,17,0,718
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,38,<answer>Yes</answer>,Yes,yes,True,True,57,7,0,364
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,42,<answer>Yes</answer>,Yes,No,False,False,58,7,0,715
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,44,<answer>left</answer>,left,Right,False,False,61,7,0,1081
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,45,<answer>right</answer>,right,Both,False,False,71,7,0,974
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,46,<answer>Yes</answer>,Yes,No,False,False,61,7,0,545
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,48,<answer>unilateral</answer>,unilateral,Bilateral,False,False,62,8,0,623
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,51,<answer>Sagittal</answer>,Sagittal,axial,False,False,55,8,0,258
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,55,<answer>Yes</answer>,Yes,No,False,False,58,7,0,419
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,58,<answer>No</answer>,No,yes,False,False,61,7,0,372
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,59,<answer>Hydrocephalus</answer>,Hydrocephalus,Hydrocephalus,True,True,64,8,0,324
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,65,<answer>Right lung</answer>,Right lung,Stomach,False,False,57,8,0,777
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,77,<answer>Yes</answer>,Yes,No,False,False,60,7,0,444
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,84,"<answer>There is a large cystic lesion (mass) in the tail of the pancreas, suggestive of a pancreatic pseudocyst or a cystic neoplasm (such as a mucinous cystic neoplasm).</answer>","There is a large cystic lesion (mass) in the tail of the pancreas, suggestive of a pancreatic pseudocyst or a cystic neoplasm (such as a mucinous cystic neoplasm).",Enlarged,False,False,53,42,0,1503
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,85,<answer>Yes</answer>,Yes,No,False,False,61,7,0,696
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,86,<answer>It is significantly enlarged (splenomegaly).</answer>,It is significantly enlarged (splenomegaly).,hypodense lesion,False,False,54,15,0,639
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,89,<answer>No</answer>,No,no,True,True,58,7,0,542
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,91,<answer>Yes</answer>,Yes,No,False,False,57,7,0,561
VQA-RAD-no-cot,gemini35flash,Gemini 3.5 Flash,100,complete,False,94,<answer>No</answer>,No,On the patient's left,False,False,52,7,0,571
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,3,<answer>No</answer>,No,No,True,True,182,1181,0,1363
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,6,<answer>No</answer>,No,No,True,True,186,775,0,961
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,7,<answer>No</answer>,No,yes,False,False,186,1170,0,1356
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,8,<answer>Yes</answer>,Yes,yes,True,True,183,496,0,679
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,19,<answer>left</answer>,left,Right,False,False,179,603,0,782
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,25,<answer>Yes</answer>,Yes,Yes,True,True,182,604,0,786
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,30,<answer>T2-weighted FLAIR</answer>,T2-weighted FLAIR,T2 weighted MRI,False,False,183,808,0,991
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,38,<answer>No</answer>,No,yes,False,False,181,711,0,892
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,42,<answer>No</answer>,No,No,True,True,182,696,0,878
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,44,<answer>cannot determine</answer>,cannot determine,Right,False,False,185,752,0,937
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,45,<answer>both</answer>,both,Both,True,True,194,1041,0,1235
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,46,<answer>No</answer>,No,No,True,True,185,851,0,1036
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,48,<answer>bilateral</answer>,bilateral,Bilateral,True,True,185,517,0,702
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,51,<answer>axial</answer>,axial,axial,True,True,180,771,0,951
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,55,<answer>Yes</answer>,Yes,No,False,False,182,1084,0,1266
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,58,<answer>Yes</answer>,Yes,yes,True,True,185,761,0,946
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,59,<answer>hydrocephalus (ventriculomegaly)</answer>,hydrocephalus (ventriculomegaly),Hydrocephalus,False,True,188,434,0,622
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,65,<answer>projected over the lower neck/upper mediastinum (esophagus)</answer>,projected over the lower neck/upper mediastinum (esophagus),Stomach,False,False,181,1124,0,1305
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,77,<answer>Yes</answer>,Yes,No,False,False,184,823,0,1007
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,84,"<answer>Due to acute pancreatitis (edema, inflammation, peripancreatic stranding)</answer>","Due to acute pancreatitis (edema, inflammation, peripancreatic stranding)",Enlarged,False,False,178,858,0,1036
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,85,<answer>Unable to determine</answer>,Unable to determine,No,False,False,184,1066,0,1250
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,86,<answer>The spleen is enlarged (splenomegaly).</answer>,The spleen is enlarged (splenomegaly).,hypodense lesion,False,False,179,1043,0,1222
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,89,<answer>No</answer>,No,no,True,True,182,1315,0,1497
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,91,<answer>No</answer>,No,No,True,True,181,1030,0,1211
VQA-RAD-no-cot,grok43,Grok 4.3,100,complete,False,94,<answer>No</answer>,No,On the patient's left,False,False,177,689,0,866
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,3,<answer>No</answer>,No,No,True,True,95,60,0,155
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,6,<answer>No</answer>,No,No,True,True,99,11,0,110
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,7,<answer>No</answer>,No,yes,False,False,99,11,0,110
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,8,<answer>Yes</answer>,Yes,yes,True,True,91,37,0,128
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,19,"I'm unable to analyze the image because no medical image was provided with your question.

To determine which side a lesion is on, I would need to see the actual radiology image. Please upload the image, and I'll be happy to help analyze it and identify the location of any lesion.

<answer>No image was provided for me to analyze. Please share the medical image so I can identify the side of the lesion.</answer>",No image was provided for me to analyze. Please share the medical image so I can identify the side of the lesion.,Right,False,False,85,123,0,208
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,25,<answer>Yes</answer>,Yes,Yes,True,True,91,40,0,131
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,30,"<answer>This appears to be a T2-weighted MRI sequence, characterized by bright (hyperintense) signal from fluid/cerebrospinal fluid and good contrast for visualizing pathology and edema.</answer>","This appears to be a T2-weighted MRI sequence, characterized by bright (hyperintense) signal from fluid/cerebrospinal fluid and good contrast for visualizing pathology and edema.",T2 weighted MRI,False,False,93,108,0,201
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,38,<answer>Yes</answer>,Yes,yes,True,True,92,61,0,153
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,42,<answer>Yes</answer>,Yes,No,False,False,92,38,0,130
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,44,"I'm not able to see the medical image you're referring to. No image was included with your message.

To help you analyze the lesion's location, please share the radiological image (X-ray, CT, MRI, ultrasound, etc.) you'd like me to examine.

Once you provide the image, I can assist with identifying lesion location, characteristics, and other relevant findings.

<answer>Cannot determine without image</answer>",Cannot determine without image,Right,False,False,93,132,0,225
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,45,<answer>right</answer>,right,Both,False,False,105,51,0,156
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,46,<answer>No</answer>,No,No,True,True,98,11,0,109
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,48,<answer>Bilateral</answer>,Bilateral,Bilateral,True,True,100,15,0,115
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,51,<answer>Axial</answer>,Axial,axial,True,True,86,13,0,99
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,55,"I'm not able to analyze the image because no medical image appears to have been included in your message.

To help you assess for fat stranding, I'd need you to share the actual radiological image (CT, etc.). Once you provide it, I can offer my analysis.

In general terms, fat stranding refers to:
- Increased hazy attenuation/density in fat tissue
- A reticular or ""dirty fat"" appearance
- Often indicating inflammation, infection, edema, or other pathology in the adjacent tissues

If you can upload the image, I'll be happy to evaluate it and provide an answer in the requested format.

<answer>Cannot determine without image</answer>",Cannot determine without image,No,False,False,90,213,0,303
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,58,<answer>No</answer>,No,yes,False,False,97,11,0,108
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,59,<answer>Hydrocephalus</answer>,Hydrocephalus,Hydrocephalus,True,True,100,18,0,118
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,65,<answer>In the right lung (right hemithorax)</answer>,In the right lung (right hemithorax),Stomach,False,False,88,23,0,111
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,77,<answer>Yes</answer>,Yes,No,False,False,92,66,0,158
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,84,"I'm unable to analyze the image because no image was provided with your question.

If you can share the radiology image (CT, MRI, ultrasound, etc.), I'd be happy to help interpret the pancreatic abnormality.

Common reasons a pancreas may appear abnormal on imaging include:

<answer>I cannot see an image. Common causes of pancreatic abnormality include: pancreatitis (inflammation with edema/peripancreatic fluid), pancreatic mass/adenocarcinoma, cystic lesions, pancreatic duct dilation, atrophy, or calcifications—but a specific image is needed to determine the cause.</answer>","I cannot see an image. Common causes of pancreatic abnormality include: pancreatitis (inflammation with edema/peripancreatic fluid), pancreatic mass/adenocarcinoma, cystic lesions, pancreatic duct dilation, atrophy, or calcifications—but a specific image is needed to determine the cause.",Enlarged,False,False,89,216,0,305
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,85,<answer>No</answer>,No,No,True,True,95,82,0,177
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,86,"I'm unable to analyze the image because no image was provided with your question.

If you can share the radiology image (CT, MRI, ultrasound, etc.), I'd be happy to help analyze the spleen and identify any abnormalities such as:

- **Splenomegaly** (enlargement)
- **Splenic lesions** (cysts, masses, hemangiomas, abscesses)
- **Splenic infarcts**
- **Splenic laceration or trauma**
- **Calcifications**
- **Accessory spleen**

<answer>I cannot answer this question because no image was provided. Please share the medical image so I can assess the spleen for abnormalities.</answer>",I cannot answer this question because no image was provided. Please share the medical image so I can assess the spleen for abnormalities.,hypodense lesion,False,False,88,220,0,308
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,89,<answer>No</answer>,No,no,True,True,92,104,0,196
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,91,"I'm unable to see the medical image you're referring to. To analyze whether a mass is homogeneous, I would need to view the actual radiological image.

However, I can provide guidance on how this is typically assessed:

- **Homogeneous mass**: Uniform density/signal/echogenicity throughout
- **Heterogeneous mass**: Variable density/signal/echogenicity, often indicating necrosis, hemorrhage, calcification, or mixed tissue components

If you can share the image, I'd be happy to provide a proper analysis.

Based on the format requested, if I were analyzing a typical image:

<answer>No</answer>",No,No,True,True,91,209,0,300
VQA-RAD-no-cot,claude48opus,Claude Opus 4.8,100,complete,False,94,"I'm unable to analyze the image because no medical image was actually provided in your message.

To help you determine whether the spleen is present, I would need to see the actual imaging study (such as a CT, MRI, or ultrasound).

If you can share the image, I'll be happy to assess:
- Whether the spleen is visualized
- Its size, shape, and position
- Any abnormalities (e.g., absence, atrophy, splenomegaly, or surgical removal)

Please upload the image and I'll provide a proper analysis.

<answer>Unable to determine — no image was provided for review.</answer>",Unable to determine — no image was provided for review.,On the patient's left,False,False,84,194,0,278
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,13,<answer>D:Left ventricle</answer>,D:Left ventricle,C,False,False,99,10,0,1052
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,24,<answer>B: Carpal Tunnel Syndrome</answer>,B: Carpal Tunnel Syndrome,C,False,False,100,12,0,370
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,29,<answer>D:Left Lateral Lobe</answer>,D:Left Lateral Lobe,C,False,False,108,12,0,1436
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,30,<answer>D</answer>,D,B,False,False,97,7,0,2046
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,35,<answer>B: The detached sliced cartilage from bony annulus</answer>,B: The detached sliced cartilage from bony annulus,B,True,True,117,15,0,1905
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,78,<answer>B: Axial T2WI</answer>,B: Axial T2WI,D,False,False,109,12,0,487
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,102,<answer>A: Reversal of vestibular hydrops</answer>,A: Reversal of vestibular hydrops,B,False,False,112,14,0,1082
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,103,"s look at the image again.
    - The left side of the hoof wall (outer boundary) is indeed steeper/more vertical.
    - The right side of the hoof wall is more sloping/flared.
    - This means Left = Medial, Right = Lateral.
    - Since the lesion is in the left lobe, it is in the Medial lobe","s look at the image again.
    - The left side of the hoof wall (outer boundary) is indeed steeper/more vertical.
    - The right side of the hoof wall is more sloping/flared.
    - This means Left = Medial, Right = Lateral.
    - Since the lesion is in the left lobe, it is in the Medial lobe",B,False,False,107,78,0,2127
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,121,""" or ""dacryoscintigraphy"" ""static images"" ""dynamic images"".
""Dynamic dacryoscintigraphy"" vs ""static dacryoscintigraphy"".
""Dynamic images"" vs ""static images"".
Wait, let's search for: ""Which scan image type provides more accurate information about the patient's left-sided""
Could it be ""left-",""" or ""dacryoscintigraphy"" ""static images"" ""dynamic images"".
""Dynamic dacryoscintigraphy"" vs ""static dacryoscintigraphy"".
""Dynamic images"" vs ""static images"".
Wait, let's search for: ""Which scan image type provides more accurate information about the patient's left-sided""
Could it be ""left-",A,False,False,109,79,0,2129
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,154,<answer>C: Marginal leakage of the gingival wall.</answer>,C: Marginal leakage of the gingival wall.,C,True,True,120,15,0,513
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,177,"<answer>D: Axial T2W FLAIR images, axial DW, axial ADC, and axial T1W with contrast</answer>","D: Axial T2W FLAIR images, axial DW, axial ADC, and axial T1W with contrast",D,True,True,131,29,0,536
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,178,<answer>C: Portal vein branches</answer>,C: Portal vein branches,B,False,False,101,11,0,552
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,180,<answer>B: A left-sided disc protrusion with impingement of the thecal sac.</answer>,B: A left-sided disc protrusion with impingement of the thecal sac.,B,True,True,143,22,0,825
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,187,<answer>A:The location of the aortic dissection</answer>,A:The location of the aortic dissection,A,True,True,110,14,0,546
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,192,<answer>A: growth of the mandible</answer>,A: growth of the mandible,C,False,False,109,12,0,2060
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,204,<answer>A: MRI</answer>,A: MRI,A,True,True,96,9,0,394
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,233,<answer>A:The left ventricle (B).</answer>,A:The left ventricle (B).,A,True,True,112,13,0,1941
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,236,<answer>C: L4/5</answer>,C: L4/5,C,True,True,111,12,0,806
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,341,<answer>C:Microcurette</answer>,C:Microcurette,C,True,True,96,11,0,438
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,384,<answer>B: MRI</answer>,B: MRI,B,True,True,102,9,0,433
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,427,<answer>B:T2-weighted image.</answer>,B:T2-weighted image.,B,True,True,108,12,0,410
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,434,<answer>C: Frontal view</answer>,C: Frontal view,D,False,False,97,11,0,275
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,435,<answer>B:CT scan</answer>,B:CT scan,D,False,False,102,10,0,613
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,461,<answer>C: Myocardial infarction</answer>,C: Myocardial infarction,B,False,False,102,11,0,516
PMC-VQA,gemini35flash,Gemini 3.5 Flash,500,complete,False,477,<answer>A: Left anterolateral abdominal wall</answer>,A: Left anterolateral abdominal wall,B,False,False,113,13,0,618
PMC-VQA,grok43,Grok 4.3,500,complete,False,13,<answer>D:Left ventricle</answer>,D:Left ventricle,C,False,False,221,1888,0,2109
PMC-VQA,grok43,Grok 4.3,500,complete,False,24,<answer>B: Carpal Tunnel Syndrome</answer>,B: Carpal Tunnel Syndrome,C,False,False,222,889,0,1111
PMC-VQA,grok43,Grok 4.3,500,complete,False,29,<answer>D: Left Lateral Lobe</answer>,D: Left Lateral Lobe,C,False,False,230,2018,0,2248
PMC-VQA,grok43,Grok 4.3,500,complete,False,30,<answer>B: Right buccal mucosa</answer>,B: Right buccal mucosa,B,True,True,219,978,0,1197
PMC-VQA,grok43,Grok 4.3,500,complete,False,35,<answer>B: The detached sliced cartilage from bony annulus</answer>,B: The detached sliced cartilage from bony annulus,B,True,True,240,1550,0,1790
PMC-VQA,grok43,Grok 4.3,500,complete,False,78,<answer>B: Axial T2WI</answer>,B: Axial T2WI,D,False,False,231,837,0,1068
PMC-VQA,grok43,Grok 4.3,500,complete,False,102,"<answer>
A: Reversal of vestibular hydrops
</answer>",A: Reversal of vestibular hydrops,B,False,False,232,1906,0,2138
PMC-VQA,grok43,Grok 4.3,500,complete,False,103,<answer>B: Lateral lobe</answer>,B: Lateral lobe,B,True,True,229,881,0,1110
PMC-VQA,grok43,Grok 4.3,500,complete,False,121,<answer>B: Late static images</answer>,B: Late static images,A,False,False,228,2794,0,3022
